count;year;gender_event;gender_athlete;event;type;family_name_ok;given_name_ok;country;continent;country_career;athlete_ok;medal
36074;2013;Women;Women;4 x 200m Freestyle;Relay;Lazare;Mylene;FRA;Europe;FRA;Mylene Lazare (FRA);Bronze
36075;2013;Women;Women;4 x 200m Freestyle;Relay;Balmy;Coralie;FRA;Europe;FRA;Coralie Balmy (FRA);Bronze
36101;2013;Women;Women;4 x 200m Freestyle;Relay;McKeon;Emma;AUS;Oceania;AUS;Emma McKeon (AUS);Silver
36102;2013;Women;Women;4 x 200m Freestyle;Relay;Matsuo;Ami;AUS;Oceania;AUS;Ami Matsuo (AUS);Silver
36104;2013;Women;Women;4 x 200m Freestyle;Relay;Chenault;Chelsea;USA;America;USA;Chelsea Chenault (USA);Gold
36106;2013;Women;Women;4 x 200m Freestyle;Relay;Dirado;Maya;USA;America;USA;Maya Dirado (USA);Gold
36107;2013;Women;Women;4 x 200m Freestyle;Relay;Mattern;Jordan;USA;America;USA;Jordan Mattern (USA);Gold
36114;2013;Women;Women;4 x 200m Freestyle;Relay;Mabboux;Isabelle;FRA;Europe;FRA;Isabelle Mabboux (FRA);Bronze
36148;2013;Women;Women;4 x 100m Medley;Relay;Franklin;Missy;USA;America;USA;Missy Franklin (USA);Gold
36149;2013;Women;Women;4 x 100m Medley;Relay;Hardy;Jessica;USA;America;USA;Jessica Hardy (USA);Gold
36150;2013;Women;Women;4 x 100m Medley;Relay;Vollmer;Dana;USA;America;USA;Dana Vollmer (USA);Gold
36151;2013;Women;Women;4 x 100m Medley;Relay;Romano;Megan;USA;America;USA;Megan Romano (USA);Gold
36152;2013;Women;Women;4 x 100m Medley;Relay;Seebohm;Emily;AUS;Oceania;AUS;Emily Seebohm (AUS);Silver
36153;2013;Women;Women;4 x 100m Medley;Relay;Foster-Hunter;Sally;AUS;Oceania;AUS;Sally Foster-Hunter (AUS);Silver
36154;2013;Women;Women;4 x 100m Medley;Relay;Coutts;Alicia;AUS;Oceania;AUS;Alicia Coutts (AUS);Silver
36155;2013;Women;Women;4 x 100m Medley;Relay;Campbell;Cate;AUS;Oceania;AUS;Cate Campbell (AUS);Silver
36156;2013;Women;Women;4 x 100m Medley;Relay;Ustinova;Daria K;RUS;Europe;RUS;Daria K Ustinova (RUS);Bronze
36157;2013;Women;Women;4 x 100m Medley;Relay;Efimova;Yuliya;RUS;Europe;RUS;Yuliya Efimova (RUS);Bronze
36158;2013;Women;Women;4 x 100m Medley;Relay;Chimrova;Svetlana;RUS;Europe;RUS;Svetlana Chimrova (RUS);Bronze
36159;2013;Women;Women;4 x 100m Medley;Relay;Andrusenko;Veronika;RUS;Europe;RUS;Veronika Andrusenko (RUS);Bronze
36180;2013;Women;Women;4 x 100m Medley;Relay;Pelton;Elizabeth;USA;America;USA;Elizabeth Pelton (USA);Gold
36181;2013;Women;Women;4 x 100m Medley;Relay;Larson;Breeja;USA;America;USA;Breeja Larson (USA);Gold
36182;2013;Women;Women;4 x 100m Medley;Relay;Donahue;Claire;USA;America;USA;Claire Donahue (USA);Gold
36183;2013;Women;Women;4 x 100m Medley;Relay;Vreeland;Shannon;USA;America;USA;Shannon Vreeland (USA);Gold
36185;2013;Women;Women;4 x 100m Medley;Relay;Marshall;Samantha;AUS;Oceania;AUS;Samantha Marshall (AUS);Silver
36187;2013;Women;Women;4 x 100m Medley;Relay;McKeon;Emma;AUS;Oceania;AUS;Emma McKeon (AUS);Silver
36205;2013;Women;Women;4 x 100m Medley;Relay;Belousova;Anna;RUS;Europe;RUS;Anna Belousova (RUS);Bronze
36256;2013;Men;Men;50m Freestyle;Individual;Cielo;Cesar;BRA;America;BRA;Cesar Cielo (BRA);Gold
36257;2013;Men;Men;50m Freestyle;Individual;Morozov;Vladimir;RUS;Europe;RUS;Vladimir Morozov (RUS);Silver
36258;2013;Men;Men;50m Freestyle;Individual;Bovell;George;TTO;America;TTO;George Bovell (TTO);Bronze
36386;2013;Men;Men;50m Breaststroke;Individual;van der Burgh;Cameron;RSA;Africa;RSA;Cameron van der Burgh (RSA);Gold
36387;2013;Men;Men;50m Breaststroke;Individual;Sprenger;Christian;AUS;Oceania;AUS;Christian Sprenger (AUS);Silver
36388;2013;Men;Men;50m Breaststroke;Individual;Zorzi;Giulio A;RSA;Africa;RSA;Giulio A Zorzi (RSA);Bronze
36493;2013;Men;Men;100m Breaststroke;Individual;Sprenger;Christian;AUS;Oceania;AUS;Christian Sprenger (AUS);Gold
36494;2013;Men;Men;100m Breaststroke;Individual;van der Burgh;Cameron;RSA;Africa;RSA;Cameron van der Burgh (RSA);Silver
36495;2013;Men;Men;100m Breaststroke;Individual;Lima;Felipe;BRA;America;BRA;Felipe Lima (BRA);Bronze
36594;2013;Men;Men;200m Breaststroke;Individual;Gyurta;Daniel;HUN;Europe;HUN;Daniel Gyurta (HUN);Gold
36595;2013;Men;Men;200m Breaststroke;Individual;Koch;Marco;GER;Europe;GER;Marco Koch (GER);Silver
36596;2013;Men;Men;200m Breaststroke;Individual;Mattsson;Matti;FIN;Europe;FIN;Matti Mattsson (FIN);Bronze
36661;2013;Men;Men;50m Butterfly;Individual;Cielo;Cesar;BRA;America;BRA;Cesar Cielo (BRA);Gold
36662;2013;Men;Men;50m Butterfly;Individual;Godsoe;Eugene;USA;America;USA;Eugene Godsoe (USA);Silver
36663;2013;Men;Men;50m Butterfly;Individual;Bousquet;Frederick;FRA;Europe;FRA;Frederick Bousquet (FRA);Bronze
36763;2013;Men;Men;100m Butterfly;Individual;le Clos;Chad;RSA;Africa;RSA;Chad le Clos (RSA);Gold
36764;2013;Men;Men;100m Butterfly;Individual;Cseh;Laszlo;HUN;Europe;HUN;Laszlo Cseh (HUN);Silver
36765;2013;Men;Men;100m Butterfly;Individual;Czerniak;Konrad;POL;Europe;POL;Konrad Czerniak (POL);Bronze
36844;2013;Men;Men;200m Butterfly;Individual;le Clos;Chad;RSA;Africa;RSA;Chad le Clos (RSA);Gold
36845;2013;Men;Men;200m Butterfly;Individual;Korzeniowski;Pawel;POL;Europe;POL;Pawel Korzeniowski (POL);Silver
36846;2013;Men;Men;200m Butterfly;Individual;Wu;Peng;CHN;Asia;CHN;Peng Wu (CHN);Bronze
36902;2013;Men;Men;200m Medley;Individual;Lochte;Ryan;USA;America;USA;Ryan Lochte (USA);Gold
36903;2013;Men;Men;200m Medley;Individual;Hagino;Kosuke;JPN;Asia;JPN;Kosuke Hagino (JPN);Silver
36904;2013;Men;Men;200m Medley;Individual;Pereira;Thiago;BRA;America;BRA;Thiago Pereira (BRA);Bronze
36976;2013;Men;Men;400m Medley;Individual;Seto;Daiya;JPN;Asia;JPN;Daiya Seto (JPN);Gold
36977;2013;Men;Men;400m Medley;Individual;Kalisz;Chase;USA;America;USA;Chase Kalisz (USA);Silver
36978;2013;Men;Men;400m Medley;Individual;Pereira;Thiago;BRA;America;BRA;Thiago Pereira (BRA);Bronze
37023;2013;Men;Men;4 x 100m Freestyle;Relay;Agnel;Yannick;FRA;Europe;FRA;Yannick Agnel (FRA);Gold
37024;2013;Men;Men;4 x 100m Freestyle;Relay;Manaudou;Florent;FRA;Europe;FRA;Florent Manaudou (FRA);Gold
37025;2013;Men;Men;4 x 100m Freestyle;Relay;Gilot;Fabien;FRA;Europe;FRA;Fabien Gilot (FRA);Gold
37026;2013;Men;Men;4 x 100m Freestyle;Relay;Stravius;Jeremy;FRA;Europe;FRA;Jeremy Stravius (FRA);Gold
37027;2013;Men;Men;4 x 100m Freestyle;Relay;Adrian;Nathan;USA;America;USA;Nathan Adrian (USA);Silver
37028;2013;Men;Men;4 x 100m Freestyle;Relay;Lochte;Ryan;USA;America;USA;Ryan Lochte (USA);Silver
37029;2013;Men;Men;4 x 100m Freestyle;Relay;Ervin;Anthony;USA;America;USA;Anthony Ervin (USA);Silver
37030;2013;Men;Men;4 x 100m Freestyle;Relay;Feigen;James;USA;America;USA;James Feigen (USA);Silver
37031;2013;Men;Men;4 x 100m Freestyle;Relay;Grechin;Andrey;RUS;Europe;RUS;Andrey Grechin (RUS);Bronze
37032;2013;Men;Men;4 x 100m Freestyle;Relay;Lobintsev;Nikita;RUS;Europe;RUS;Nikita Lobintsev (RUS);Bronze
37033;2013;Men;Men;4 x 100m Freestyle;Relay;Morozov;Vladimir;RUS;Europe;RUS;Vladimir Morozov (RUS);Bronze
37034;2013;Men;Men;4 x 100m Freestyle;Relay;Izotov;Danila;RUS;Europe;RUS;Danila Izotov (RUS);Bronze
37057;2013;Men;Men;4 x 100m Freestyle;Relay;Berens;Ricky;USA;America;USA;Ricky Berens (USA);Silver
37058;2013;Men;Men;4 x 100m Freestyle;Relay;Dwyer;Conor;USA;America;USA;Conor Dwyer (USA);Silver
37060;2013;Men;Men;4 x 100m Freestyle;Relay;Lagunov;Evgeny;RUS;Europe;RUS;Evgeny Lagunov (RUS);Bronze
37061;2013;Men;Men;4 x 100m Freestyle;Relay;Sukhorukov;Alexander;RUS;Europe;RUS;Alexander Sukhorukov (RUS);Bronze
37067;2013;Men;Men;4 x 100m Freestyle;Relay;Leveaux;Amaury;FRA;Europe;FRA;Amaury Leveaux (FRA);Gold
37069;2013;Men;Men;4 x 100m Freestyle;Relay;Mallet;Gregory;FRA;Europe;FRA;Gregory Mallet (FRA);Gold
37070;2013;Men;Men;4 x 100m Freestyle;Relay;Meynard;William;FRA;Europe;FRA;William Meynard (FRA);Gold
37123;2013;Men;Men;100m Freestyle;Individual;Magnussen;James;AUS;Oceania;AUS;James Magnussen (AUS);Gold
37124;2013;Men;Men;100m Freestyle;Individual;Feigen;James;USA;America;USA;James Feigen (USA);Silver
37125;2013;Men;Men;100m Freestyle;Individual;Adrian;Nathan;USA;America;USA;Nathan Adrian (USA);Bronze
37234;2013;Men;Men;4 x 200m Freestyle;Relay;Dwyer;Conor;USA;America;USA;Conor Dwyer (USA);Gold
37235;2013;Men;Men;4 x 200m Freestyle;Relay;Lochte;Ryan;USA;America;USA;Ryan Lochte (USA);Gold
37236;2013;Men;Men;4 x 200m Freestyle;Relay;Houchin;Charlie;USA;America;USA;Charlie Houchin (USA);Gold
37237;2013;Men;Men;4 x 200m Freestyle;Relay;Berens;Ricky;USA;America;USA;Ricky Berens (USA);Gold
37238;2013;Men;Men;4 x 200m Freestyle;Relay;Izotov;Danila;RUS;Europe;RUS;Danila Izotov (RUS);Silver
37239;2013;Men;Men;4 x 200m Freestyle;Relay;Lobintsev;Nikita;RUS;Europe;RUS;Nikita Lobintsev (RUS);Silver
37240;2013;Men;Men;4 x 200m Freestyle;Relay;Lobuzov;Artem;RUS;Europe;RUS;Artem Lobuzov (RUS);Silver
37241;2013;Men;Men;4 x 200m Freestyle;Relay;Sukhorukov;Alexander;RUS;Europe;RUS;Alexander Sukhorukov (RUS);Silver
37242;2013;Men;Men;4 x 200m Freestyle;Relay;Wang;Shun;CHN;Asia;CHN;Shun Wang (CHN);Bronze
37243;2013;Men;Men;4 x 200m Freestyle;Relay;Hao;Yun;CHN;Asia;CHN;Yun Hao (CHN);Bronze
37244;2013;Men;Men;4 x 200m Freestyle;Relay;Li;Yunqi;CHN;Asia;CHN;Yunqi Li (CHN);Bronze
37245;2013;Men;Men;4 x 200m Freestyle;Relay;Sun;Yang;CHN;Asia;CHN;Yang Sun (CHN);Bronze
37266;2013;Men;Men;4 x 200m Freestyle;Relay;McLean;Matt;USA;America;USA;Matt McLean (USA);Gold
37267;2013;Men;Men;4 x 200m Freestyle;Relay;Klueh;Michael;USA;America;USA;Michael Klueh (USA);Gold
37296;2013;Men;Men;4 x 200m Freestyle;Relay;Lv;Zhiwu;CHN;Asia;CHN;Zhiwu Lv (CHN);Bronze
37338;2013;Men;Men;4 x 100m Medley;Relay;Lacourt;Camille;FRA;Europe;FRA;Camille Lacourt (FRA);Gold
37339;2013;Men;Men;4 x 100m Medley;Relay;Perez-Dortona;Giacomo;FRA;Europe;FRA;Giacomo Perez-Dortona (FRA);Gold
37340;2013;Men;Men;4 x 100m Medley;Relay;Stravius;Jeremy;FRA;Europe;FRA;Jeremy Stravius (FRA);Gold
37341;2013;Men;Men;4 x 100m Medley;Relay;Gilot;Fabien;FRA;Europe;FRA;Fabien Gilot (FRA);Gold
37342;2013;Men;Men;4 x 100m Medley;Relay;Delaney;Ashley;AUS;Oceania;AUS;Ashley Delaney (AUS);Silver
37343;2013;Men;Men;4 x 100m Medley;Relay;Sprenger;Christian;AUS;Oceania;AUS;Christian Sprenger (AUS);Silver
37344;2013;Men;Men;4 x 100m Medley;Relay;D'Orsogna;Tommaso;AUS;Oceania;AUS;Tommaso D'Orsogna (AUS);Silver
37345;2013;Men;Men;4 x 100m Medley;Relay;Magnussen;James;AUS;Oceania;AUS;James Magnussen (AUS);Silver
37346;2013;Men;Men;4 x 100m Medley;Relay;Irie;Ryosuke;JPN;Asia;JPN;Ryosuke Irie (JPN);Bronze
37347;2013;Men;Men;4 x 100m Medley;Relay;Kitajima;Kosuke;JPN;Asia;JPN;Kosuke Kitajima (JPN);Bronze
37348;2013;Men;Men;4 x 100m Medley;Relay;Fujii;Takuro;JPN;Asia;JPN;Takuro Fujii (JPN);Bronze
37349;2013;Men;Men;4 x 100m Medley;Relay;Shioura;Shinri;JPN;Asia;JPN;Shinri Shioura (JPN);Bronze
37380;2013;Men;Men;4 x 100m Medley;Relay;To;Kenneth;AUS;Oceania;AUS;Kenneth To (AUS);Silver
37381;2013;Men;Men;4 x 100m Medley;Relay;McEvoy;Cameron;AUS;Oceania;AUS;Cameron McEvoy (AUS);Silver
37462;2013;Men;Men;200m Freestyle;Individual;Agnel;Yannick;FRA;Europe;FRA;Yannick Agnel (FRA);Gold
37463;2013;Men;Men;200m Freestyle;Individual;Dwyer;Conor;USA;America;USA;Conor Dwyer (USA);Silver
37464;2013;Men;Men;200m Freestyle;Individual;Izotov;Danila;RUS;Europe;RUS;Danila Izotov (RUS);Bronze
37555;2013;Men;Men;400m Freestyle;Individual;Sun;Yang;CHN;Asia;CHN;Yang Sun (CHN);Gold
37556;2013;Men;Men;400m Freestyle;Individual;Hagino;Kosuke;JPN;Asia;JPN;Kosuke Hagino (JPN);Silver
37557;2013;Men;Men;400m Freestyle;Individual;Jaeger;Connor;USA;America;USA;Connor Jaeger (USA);Bronze
37611;2013;Men;Men;800m Freestyle;Individual;Sun;Yang;CHN;Asia;CHN;Yang Sun (CHN);Gold
37612;2013;Men;Men;800m Freestyle;Individual;McBroom;Michael;USA;America;USA;Michael McBroom (USA);Silver
37613;2013;Men;Men;800m Freestyle;Individual;Cochrane;Ryan;CAN;America;CAN;Ryan Cochrane (CAN);Bronze
37653;2013;Men;Men;1500m Freestyle;Individual;Sun;Yang;CHN;Asia;CHN;Yang Sun (CHN);Gold
37654;2013;Men;Men;1500m Freestyle;Individual;Cochrane;Ryan;CAN;America;CAN;Ryan Cochrane (CAN);Silver
37655;2013;Men;Men;1500m Freestyle;Individual;Paltrinieri;Gregorio;ITA;Europe;ITA;Gregorio Paltrinieri (ITA);Bronze
37696;2013;Men;Men;50m Backstroke;Individual;Lacourt;Camille;FRA;Europe;FRA;Camille Lacourt (FRA);Gold
37697;2013;Men;Men;50m Backstroke;Individual;Grevers;Matt;USA;America;USA;Matt Grevers (USA);Silver
37698;2013;Men;Men;50m Backstroke;Individual;Stravius;Jeremy;FRA;Europe;FRA;Jeremy Stravius (FRA);Silver
37772;2013;Men;Men;100m Backstroke;Individual;Grevers;Matt;USA;America;USA;Matt Grevers (USA);Gold
37773;2013;Men;Men;100m Backstroke;Individual;Plummer;David;USA;America;USA;David Plummer (USA);Silver
37774;2013;Men;Men;100m Backstroke;Individual;Stravius;Jeremy;FRA;Europe;FRA;Jeremy Stravius (FRA);Bronze
37849;2013;Men;Men;200m Backstroke;Individual;Lochte;Ryan;USA;America;USA;Ryan Lochte (USA);Gold
37850;2013;Men;Men;200m Backstroke;Individual;Kawecki;Radoslaw;POL;Europe;POL;Radoslaw Kawecki (POL);Silver
37851;2013;Men;Men;200m Backstroke;Individual;Clary;Tyler;USA;America;USA;Tyler Clary (USA);Bronze
37908;2015;Women;Women;50m Freestyle;Individual;Campbell;Bronte;AUS;Oceania;AUS;Bronte Campbell (AUS);Gold
37909;2015;Women;Women;50m Freestyle;Individual;Kromowidjojo;Ranomi;NED;Europe;NED;Ranomi Kromowidjojo (NED);Silver
37910;2015;Women;Women;50m Freestyle;Individual;Sjoestroem;Sarah;SWE;Europe;SWE;Sarah Sjoestroem (SWE);Bronze
38047;2015;Women;Women;100m Freestyle;Individual;Campbell;Bronte;AUS;Oceania;AUS;Bronte Campbell (AUS);Gold
38048;2015;Women;Women;100m Freestyle;Individual;Sjoestroem;Sarah;SWE;Europe;SWE;Sarah Sjoestroem (SWE);Silver
38049;2015;Women;Women;100m Freestyle;Individual;Campbell;Cate;AUS;Oceania;AUS;Cate Campbell (AUS);Bronze
38161;2015;Women;Women;200m Freestyle;Individual;Ledecky;Katie;USA;America;USA;Katie Ledecky (USA);Gold
38162;2015;Women;Women;200m Freestyle;Individual;Pellegrini;Federica;ITA;Europe;ITA;Federica Pellegrini (ITA);Silver
38163;2015;Women;Women;200m Freestyle;Individual;Franklin;Missy;USA;America;USA;Missy Franklin (USA);Bronze
38248;2015;Women;Women;400m Freestyle;Individual;Ledecky;Katie;USA;America;USA;Katie Ledecky (USA);Gold
38249;2015;Women;Women;400m Freestyle;Individual;van Rouwendaal;Sharon;NED;Europe;NED;Sharon van Rouwendaal (NED);Silver
38250;2015;Women;Women;400m Freestyle;Individual;Ashwood;Jessica;AUS;Oceania;AUS;Jessica Ashwood (AUS);Bronze
38305;2015;Women;Women;800m Freestyle;Individual;Ledecky;Katie;USA;America;USA;Katie Ledecky (USA);Gold
38306;2015;Women;Women;800m Freestyle;Individual;Boyle;Lauren;NZL;Oceania;NZL;Lauren Boyle (NZL);Silver
38307;2015;Women;Women;800m Freestyle;Individual;Carlin;Jazmin;GBR;Europe;GBR;Jazmin Carlin (GBR);Bronze
38356;2015;Women;Women;1500m Freestyle;Individual;Ledecky;Katie;USA;America;USA;Katie Ledecky (USA);Gold
38357;2015;Women;Women;1500m Freestyle;Individual;Boyle;Lauren;NZL;Oceania;NZL;Lauren Boyle (NZL);Silver
38358;2015;Women;Women;1500m Freestyle;Individual;Kapas;Boglarka;HUN;Europe;HUN;Boglarka Kapas (HUN);Bronze
38389;2015;Women;Women;50m Backstroke;Individual;Fu;Yuanhui;CHN;Asia;CHN;Yuanhui Fu (CHN);Gold
38390;2015;Women;Women;50m Backstroke;Individual;Medeiros;Etiene;BRA;America;BRA;Etiene Medeiros (BRA);Silver
38391;2015;Women;Women;50m Backstroke;Individual;Liu;Xiang;CHN;Asia;CHN;Xiang Liu (CHN);Bronze
38466;2015;Women;Women;100m Backstroke;Individual;Seebohm;Emily;AUS;Oceania;AUS;Emily Seebohm (AUS);Gold
38467;2015;Women;Women;100m Backstroke;Individual;Wilson;Madison;AUS;Oceania;AUS;Madison Wilson (AUS);Silver
38468;2015;Women;Women;100m Backstroke;Individual;Nielsen;Mie Oe.;DEN;Europe;DEN;Mie Oe. Nielsen (DEN);Bronze
38556;2015;Women;Women;200m Backstroke;Individual;Seebohm;Emily;AUS;Oceania;AUS;Emily Seebohm (AUS);Gold
38557;2015;Women;Women;200m Backstroke;Individual;Franklin;Missy;USA;America;USA;Missy Franklin (USA);Silver
38558;2015;Women;Women;200m Backstroke;Individual;Hosszu;Katinka;HUN;Europe;HUN;Katinka Hosszu (HUN);Bronze
38624;2015;Women;Women;50m Breaststroke;Individual;Johansson;Jennie;SWE;Europe;SWE;Jennie Johansson (SWE);Gold
38625;2015;Women;Women;50m Breaststroke;Individual;Atkinson;Alia;JAM;America;JAM;Alia Atkinson (JAM);Silver
38626;2015;Women;Women;50m Breaststroke;Individual;Efimova;Yuliya;RUS;Europe;RUS;Yuliya Efimova (RUS);Bronze
38722;2015;Women;Women;100m Breaststroke;Individual;Efimova;Yuliya;RUS;Europe;RUS;Yuliya Efimova (RUS);Gold
38723;2015;Women;Women;100m Breaststroke;Individual;Meilutyte;Ruta;LTU;Europe;LTU;Ruta Meilutyte (LTU);Silver
38724;2015;Women;Women;100m Breaststroke;Individual;Atkinson;Alia;JAM;America;JAM;Alia Atkinson (JAM);Bronze
38816;2015;Women;Women;200m Breaststroke;Individual;Watanabe;Kanako;JPN;Asia;JPN;Kanako Watanabe (JPN);Gold
38817;2015;Women;Women;200m Breaststroke;Individual;Sumrall;Micah;USA;America;USA;Micah Sumrall (USA);Silver
38818;2015;Women;Women;200m Breaststroke;Individual;Shi;Jinglin;CHN;Asia;CHN;Jinglin Shi (CHN);Bronze
38819;2015;Women;Women;200m Breaststroke;Individual;Pedersen;Rikke Moeller;DEN;Europe;DEN;Rikke Moeller Pedersen (DEN);Bronze
38820;2015;Women;Women;200m Breaststroke;Individual;Vall Montero;Jessica;ESP;Europe;ESP;Jessica Vall Montero (ESP);Bronze
38892;2015;Women;Women;50m Butterfly;Individual;Sjoestroem;Sarah;SWE;Europe;SWE;Sarah Sjoestroem (SWE);Gold
38893;2015;Women;Women;50m Butterfly;Individual;Ottesen;Jeanette;DEN;Europe;DEN;Jeanette Ottesen (DEN);Silver
38894;2015;Women;Women;50m Butterfly;Individual;Lu;Ying;CHN;Asia;CHN;Ying Lu (CHN);Bronze
38980;2015;Women;Women;100m Butterfly;Individual;Sjoestroem;Sarah;SWE;Europe;SWE;Sarah Sjoestroem (SWE);Gold
38981;2015;Women;Women;100m Butterfly;Individual;Ottesen;Jeanette;DEN;Europe;DEN;Jeanette Ottesen (DEN);Silver
38982;2015;Women;Women;100m Butterfly;Individual;Lu;Ying;CHN;Asia;CHN;Ying Lu (CHN);Bronze
39075;2015;Women;Women;200m Butterfly;Individual;Hoshi;Natsumi;JPN;Asia;JPN;Natsumi Hoshi (JPN);Gold
39076;2015;Women;Women;200m Butterfly;Individual;Adams;Cammile;USA;America;USA;Cammile Adams (USA);Silver
39077;2015;Women;Women;200m Butterfly;Individual;Zhang;Yufei;CHN;Asia;CHN;Yufei Zhang (CHN);Bronze
39138;2015;Women;Women;200m Medley;Individual;Hosszu;Katinka;HUN;Europe;HUN;Katinka Hosszu (HUN);Gold
39139;2015;Women;Women;200m Medley;Individual;Watanabe;Kanako;JPN;Asia;JPN;Kanako Watanabe (JPN);Silver
39140;2015;Women;Women;200m Medley;Individual;O'Connor;Siobhan-Marie;GBR;Europe;GBR;Siobhan-Marie O'Connor (GBR);Bronze
39201;2015;Women;Women;400m Medley;Individual;Hosszu;Katinka;HUN;Europe;HUN;Katinka Hosszu (HUN);Gold
39202;2015;Women;Women;400m Medley;Individual;Dirado;Maya;USA;America;USA;Maya Dirado (USA);Silver
39203;2015;Women;Women;400m Medley;Individual;Overholt;Emily;CAN;America;CAN;Emily Overholt (CAN);Bronze
39244;2015;Women;Women;4 x 100m Freestyle;Relay;Seebohm;Emily;AUS;Oceania;AUS;Emily Seebohm (AUS);Gold
39245;2015;Women;Women;4 x 100m Freestyle;Relay;McKeon;Emma;AUS;Oceania;AUS;Emma McKeon (AUS);Gold
39246;2015;Women;Women;4 x 100m Freestyle;Relay;Campbell;Bronte;AUS;Oceania;AUS;Bronte Campbell (AUS);Gold
39247;2015;Women;Women;4 x 100m Freestyle;Relay;Campbell;Cate;AUS;Oceania;AUS;Cate Campbell (AUS);Gold
39248;2015;Women;Women;4 x 100m Freestyle;Relay;Kromowidjojo;Ranomi;NED;Europe;NED;Ranomi Kromowidjojo (NED);Silver
39249;2015;Women;Women;4 x 100m Freestyle;Relay;van der Meer;Maud;NED;Europe;NED;Maud van der Meer (NED);Silver
39250;2015;Women;Women;4 x 100m Freestyle;Relay;Steenbergen;Marrit;NED;Europe;NED;Marrit Steenbergen (NED);Silver
39251;2015;Women;Women;4 x 100m Freestyle;Relay;Heemskerk;Femke;NED;Europe;NED;Femke Heemskerk (NED);Silver
39252;2015;Women;Women;4 x 100m Freestyle;Relay;Franklin;Missy;USA;America;USA;Missy Franklin (USA);Bronze
39253;2015;Women;Women;4 x 100m Freestyle;Relay;Geer;Margo;USA;America;USA;Margo Geer (USA);Bronze
39254;2015;Women;Women;4 x 100m Freestyle;Relay;Neal;Lia;USA;America;USA;Lia Neal (USA);Bronze
39255;2015;Women;Women;4 x 100m Freestyle;Relay;Manuel;Simone;USA;America;USA;Simone Manuel (USA);Bronze
39276;2015;Women;Women;4 x 100m Freestyle;Relay;Vreeland;Shannon;USA;America;USA;Shannon Vreeland (USA);Bronze
39277;2015;Women;Women;4 x 100m Freestyle;Relay;Weitzeil;Abbey;USA;America;USA;Abbey Weitzeil (USA);Bronze
39281;2015;Women;Women;4 x 100m Freestyle;Relay;Wilson;Madison;AUS;Oceania;AUS;Madison Wilson (AUS);Gold
39282;2015;Women;Women;4 x 100m Freestyle;Relay;Schlanger-Wright;Melanie;AUS;Oceania;AUS;Melanie Schlanger-Wright (AUS);Gold
39283;2015;Women;Women;4 x 100m Freestyle;Relay;Barratt;Bronte;AUS;Oceania;AUS;Bronte Barratt (AUS);Gold
39356;2015;Women;Women;4 x 200m Freestyle;Relay;Franklin;Missy;USA;America;USA;Missy Franklin (USA);Gold
39357;2015;Women;Women;4 x 200m Freestyle;Relay;Smith;Leah;USA;America;USA;Leah Smith (USA);Gold
39358;2015;Women;Women;4 x 200m Freestyle;Relay;McLaughlin;Katie;USA;America;USA;Katie McLaughlin (USA);Gold
39359;2015;Women;Women;4 x 200m Freestyle;Relay;Ledecky;Katie;USA;America;USA;Katie Ledecky (USA);Gold
39360;2015;Women;Women;4 x 200m Freestyle;Relay;Mizzau;Alice;ITA;Europe;ITA;Alice Mizzau (ITA);Silver
39361;2015;Women;Women;4 x 200m Freestyle;Relay;Musso;Erica;ITA;Europe;ITA;Erica Musso (ITA);Silver
39362;2015;Women;Women;4 x 200m Freestyle;Relay;Masini Luccetti;Chiara;ITA;Europe;ITA;Chiara Masini Luccetti (ITA);Silver
39363;2015;Women;Women;4 x 200m Freestyle;Relay;Pellegrini;Federica;ITA;Europe;ITA;Federica Pellegrini (ITA);Silver
39364;2015;Women;Women;4 x 200m Freestyle;Relay;Qiu;Yuhan;CHN;Asia;CHN;Yuhan Qiu (CHN);Bronze
39365;2015;Women;Women;4 x 200m Freestyle;Relay;Guo;Jun Jun;CHN;Asia;CHN;Jun Jun Guo (CHN);Bronze
39366;2015;Women;Women;4 x 200m Freestyle;Relay;Zhang;Yufei;CHN;Asia;CHN;Yufei Zhang (CHN);Bronze
39367;2015;Women;Women;4 x 200m Freestyle;Relay;Shen;Duo;CHN;Asia;CHN;Duo Shen (CHN);Bronze
39393;2015;Women;Women;4 x 200m Freestyle;Relay;Runge;Cierra;USA;America;USA;Cierra Runge (USA);Gold
39394;2015;Women;Women;4 x 200m Freestyle;Relay;Chenault;Chelsea;USA;America;USA;Chelsea Chenault (USA);Gold
39395;2015;Women;Women;4 x 200m Freestyle;Relay;Vreeland;Shannon;USA;America;USA;Shannon Vreeland (USA);Gold
39405;2015;Women;Women;4 x 200m Freestyle;Relay;Shao;Yiwen;CHN;Asia;CHN;Yiwen Shao (CHN);Bronze
39406;2015;Women;Women;4 x 200m Freestyle;Relay;Zhang;Yuhan;CHN;Asia;CHN;Yuhan Zhang (CHN);Bronze
39460;2015;Women;Women;4 x 100m Medley;Relay;Fu;Yuanhui;CHN;Asia;CHN;Yuanhui Fu (CHN);Gold
39461;2015;Women;Women;4 x 100m Medley;Relay;Shi;Jinglin;CHN;Asia;CHN;Jinglin Shi (CHN);Gold
39462;2015;Women;Women;4 x 100m Medley;Relay;Lu;Ying;CHN;Asia;CHN;Ying Lu (CHN);Gold
39463;2015;Women;Women;4 x 100m Medley;Relay;Shen;Duo;CHN;Asia;CHN;Duo Shen (CHN);Gold
